file,datetime,uploaddir,sampratedir
100hz_Baro_Sensors220.dat,2022-08-27 00:00:00,20220923,Baro
20hz_Sensors_20Hz221.dat,2022-08-27 08:31:40,20220923,20Hz
100hz_Baro_Sensors221.dat,2022-08-27 08:31:40,20220923,Baro
100hz_Baro_Sensors222.dat,2022-08-27 12:00:00,20220923,Baro
20hz_Sensors_20Hz222.dat,2022-08-27 12:00:00,20220923,20Hz
20hz_Sensors_20Hz223.dat,2022-08-27 16:00:00,20220923,20Hz
100hz_Baro_Sensors223.dat,2022-08-27 16:00:00,20220923,Baro
20hz_Sensors_20Hz224.dat,2022-08-27 20:00:00,20220923,20Hz
100hz_Baro_Sensors224.dat,2022-08-27 20:00:00,20220923,Baro
20hz_Sensors_20Hz225.dat,2022-08-28 08:50:14,20220923,20Hz
100hz_Baro_Sensors225.dat,2022-08-28 08:50:14,20220923,Baro
100hz_Baro_Sensors226.dat,2022-08-28 12:00:00,20220923,Baro
20hz_Sensors_20Hz226.dat,2022-08-28 12:00:00,20220923,20Hz
20hz_Sensors_20Hz227.dat,2022-08-28 16:00:00,20220923,20Hz
100hz_Baro_Sensors227.dat,2022-08-28 16:00:00,20220923,Baro
100hz_Baro_Sensors228.dat,2022-08-28 20:00:00,20220923,Baro
20hz_Sensors_20Hz228.dat,2022-08-28 20:00:00,20220923,20Hz
100hz_Baro_Sensors229.dat,2022-08-29 00:00:00,20220923,Baro
20hz_Sensors_20Hz229.dat,2022-08-29 00:00:00,20220923,20Hz
20hz_Sensors_20Hz230.dat,2022-08-29 04:00:00,20220923,20Hz
100hz_Baro_Sensors230.dat,2022-08-29 04:00:00,20220923,Baro
20hz_Sensors_20Hz231.dat,2022-08-29 08:00:00,20220923,20Hz
100hz_Baro_Sensors231.dat,2022-08-29 08:00:00,20220923,Baro
100hz_Baro_Sensors232.dat,2022-08-29 12:00:00,20220923,Baro
20hz_Sensors_20Hz232.dat,2022-08-29 12:00:00,20220923,20Hz
20hz_Sensors_20Hz233.dat,2022-08-29 16:00:00,20220923,20Hz
100hz_Baro_Sensors233.dat,2022-08-29 16:00:00,20220923,Baro
100hz_Baro_Sensors234.dat,2022-08-29 20:00:00,20220923,Baro
20hz_Sensors_20Hz234.dat,2022-08-29 20:00:00,20220923,20Hz
20hz_Sensors_20Hz235.dat,2022-08-30 00:00:00,20220923,20Hz
100hz_Baro_Sensors235.dat,2022-08-30 00:00:00,20220923,Baro
100hz_Baro_Sensors236.dat,2022-08-30 04:00:00,20220923,Baro
20hz_Sensors_20Hz236.dat,2022-08-30 04:00:00,20220923,20Hz
100hz_Baro_Sensors237.dat,2022-08-30 08:00:00,20220923,Baro
20hz_Sensors_20Hz237.dat,2022-08-30 08:00:00,20220923,20Hz
100hz_Baro_Sensors238.dat,2022-08-30 12:00:00,20220923,Baro
20hz_Sensors_20Hz238.dat,2022-08-30 12:00:00,20220923,20Hz
100hz_Baro_Sensors239.dat,2022-08-30 16:00:00,20220923,Baro
20hz_Sensors_20Hz239.dat,2022-08-30 16:00:00,20220923,20Hz
20hz_Sensors_20Hz240.dat,2022-08-30 20:00:00,20220923,20Hz
100hz_Baro_Sensors240.dat,2022-08-30 20:00:00,20220923,Baro
100hz_Baro_Sensors241.dat,2022-08-31 00:00:00,20220923,Baro
20hz_Sensors_20Hz241.dat,2022-08-31 00:00:00,20220923,20Hz
20hz_Sensors_20Hz242.dat,2022-08-31 04:00:00,20220923,20Hz
100hz_Baro_Sensors242.dat,2022-08-31 04:00:00,20220923,Baro
20hz_Sensors_20Hz243.dat,2022-08-31 08:00:00,20220923,20Hz
100hz_Baro_Sensors243.dat,2022-08-31 08:00:00,20220923,Baro
100hz_Baro_Sensors244.dat,2022-08-31 12:00:00,20220923,Baro
20hz_Sensors_20Hz244.dat,2022-08-31 12:00:00,20220923,20Hz
100hz_Baro_Sensors245.dat,2022-08-31 16:00:00,20220923,Baro
20hz_Sensors_20Hz245.dat,2022-08-31 16:00:00,20220923,20Hz
100hz_Baro_Sensors246.dat,2022-08-31 20:00:00,20220923,Baro
20hz_Sensors_20Hz246.dat,2022-08-31 20:00:00,20220923,20Hz
100hz_Baro_Sensors247.dat,2022-09-01 00:00:00,20220923,Baro
20hz_Sensors_20Hz247.dat,2022-09-01 00:00:00,20220923,20Hz
20hz_Sensors_20Hz248.dat,2022-09-01 04:00:00,20220923,20Hz
100hz_Baro_Sensors248.dat,2022-09-01 04:00:00,20220923,Baro
20hz_Sensors_20Hz249.dat,2022-09-01 08:00:00,20220923,20Hz
100hz_Baro_Sensors249.dat,2022-09-01 08:00:00,20220923,Baro
20hz_Sensors_20Hz250.dat,2022-09-01 12:00:00,20220923,20Hz
100hz_Baro_Sensors250.dat,2022-09-01 12:00:00,20220923,Baro
20hz_Sensors_20Hz251.dat,2022-09-01 16:00:00,20220923,20Hz
100hz_Baro_Sensors251.dat,2022-09-01 16:00:00,20220923,Baro
20hz_Sensors_20Hz252.dat,2022-09-01 20:00:00,20220923,20Hz
100hz_Baro_Sensors252.dat,2022-09-01 20:00:00,20220923,Baro
20hz_Sensors_20Hz253.dat,2022-09-02 00:00:00,20220923,20Hz
100hz_Baro_Sensors253.dat,2022-09-02 00:00:00,20220923,Baro
20hz_Sensors_20Hz254.dat,2022-09-02 04:00:00,20220923,20Hz
100hz_Baro_Sensors254.dat,2022-09-02 04:00:00,20220923,Baro
20hz_Sensors_20Hz255.dat,2022-09-02 08:00:00,20220923,20Hz
100hz_Baro_Sensors255.dat,2022-09-02 08:00:00,20220923,Baro
100hz_Baro_Sensors256.dat,2022-09-02 12:00:00,20220923,Baro
20hz_Sensors_20Hz256.dat,2022-09-02 12:00:00,20220923,20Hz
20hz_Sensors_20Hz257.dat,2022-09-02 16:00:00,20220923,20Hz
100hz_Baro_Sensors257.dat,2022-09-02 16:00:00,20220923,Baro
100hz_Baro_Sensors258.dat,2022-09-02 20:00:00,20220923,Baro
20hz_Sensors_20Hz258.dat,2022-09-02 20:00:00,20220923,20Hz
100hz_Baro_Sensors259.dat,2022-09-03 00:00:00,20220923,Baro
20hz_Sensors_20Hz259.dat,2022-09-03 00:00:00,20220923,20Hz
100hz_Baro_Sensors260.dat,2022-09-03 04:00:00,20220923,Baro
20hz_Sensors_20Hz260.dat,2022-09-03 04:00:00,20220923,20Hz
20hz_Sensors_20Hz261.dat,2022-09-03 08:00:00,20220923,20Hz
100hz_Baro_Sensors261.dat,2022-09-03 08:00:00,20220923,Baro
20hz_Sensors_20Hz262.dat,2022-09-03 12:00:00,20220923,20Hz
100hz_Baro_Sensors262.dat,2022-09-03 12:00:00,20220923,Baro
100hz_Baro_Sensors263.dat,2022-09-03 16:00:00,20220923,Baro
20hz_Sensors_20Hz263.dat,2022-09-03 16:00:00,20220923,20Hz
20hz_Sensors_20Hz264.dat,2022-09-03 20:00:00,20220923,20Hz
100hz_Baro_Sensors264.dat,2022-09-03 20:00:00,20220923,Baro
100hz_Baro_Sensors265.dat,2022-09-04 00:00:00,20220923,Baro
20hz_Sensors_20Hz265.dat,2022-09-04 00:00:00,20220923,20Hz
100hz_Baro_Sensors266.dat,2022-09-04 04:00:00,20220923,Baro
20hz_Sensors_20Hz266.dat,2022-09-04 04:00:00,20220923,20Hz
100hz_Baro_Sensors267.dat,2022-09-04 08:00:00,20220923,Baro
20hz_Sensors_20Hz267.dat,2022-09-04 08:00:00,20220923,20Hz
100hz_Baro_Sensors268.dat,2022-09-04 12:00:00,20220923,Baro
20hz_Sensors_20Hz268.dat,2022-09-04 12:00:00,20220923,20Hz
100hz_Baro_Sensors269.dat,2022-09-04 16:00:00,20220923,Baro
20hz_Sensors_20Hz269.dat,2022-09-04 16:00:00,20220923,20Hz
100hz_Baro_Sensors270.dat,2022-09-04 20:00:00,20220923,Baro
20hz_Sensors_20Hz270.dat,2022-09-04 20:00:00,20220923,20Hz
20hz_Sensors_20Hz271.dat,2022-09-05 00:00:00,20220923,20Hz
100hz_Baro_Sensors271.dat,2022-09-05 00:00:00,20220923,Baro
100hz_Baro_Sensors272.dat,2022-09-05 04:00:00,20220923,Baro
20hz_Sensors_20Hz272.dat,2022-09-05 04:00:00,20220923,20Hz
20hz_Sensors_20Hz273.dat,2022-09-05 08:00:00,20220923,20Hz
100hz_Baro_Sensors273.dat,2022-09-05 08:00:00,20220923,Baro
20hz_Sensors_20Hz274.dat,2022-09-05 12:00:00,20220923,20Hz
100hz_Baro_Sensors274.dat,2022-09-05 12:00:00,20220923,Baro
100hz_Baro_Sensors275.dat,2022-09-05 16:00:00,20220923,Baro
20hz_Sensors_20Hz275.dat,2022-09-05 16:00:00,20220923,20Hz
20hz_Sensors_20Hz276.dat,2022-09-05 20:00:00,20220923,20Hz
100hz_Baro_Sensors276.dat,2022-09-05 20:00:00,20220923,Baro
100hz_Baro_Sensors277.dat,2022-09-06 00:00:00,20220923,Baro
20hz_Sensors_20Hz277.dat,2022-09-06 00:00:00,20220923,20Hz
100hz_Baro_Sensors278.dat,2022-09-06 04:00:00,20220923,Baro
20hz_Sensors_20Hz278.dat,2022-09-06 04:00:00,20220923,20Hz
100hz_Baro_Sensors279.dat,2022-09-06 08:00:00,20220923,Baro
20hz_Sensors_20Hz279.dat,2022-09-06 08:00:00,20220923,20Hz
100hz_Baro_Sensors280.dat,2022-09-06 12:00:00,20220923,Baro
20hz_Sensors_20Hz280.dat,2022-09-06 12:00:00,20220923,20Hz
100hz_Baro_Sensors281.dat,2022-09-06 16:00:00,20220923,Baro
20hz_Sensors_20Hz281.dat,2022-09-06 16:00:00,20220923,20Hz
20hz_Sensors_20Hz282.dat,2022-09-06 20:00:00,20220923,20Hz
100hz_Baro_Sensors282.dat,2022-09-06 20:00:00,20220923,Baro
100hz_Baro_Sensors283.dat,2022-09-07 00:00:00,20220923,Baro
20hz_Sensors_20Hz283.dat,2022-09-07 00:00:00,20220923,20Hz
100hz_Baro_Sensors284.dat,2022-09-07 04:00:00,20220923,Baro
20hz_Sensors_20Hz284.dat,2022-09-07 04:00:00,20220923,20Hz
100hz_Baro_Sensors285.dat,2022-09-07 08:00:00,20220923,Baro
20hz_Sensors_20Hz285.dat,2022-09-07 08:00:00,20220923,20Hz
20hz_Sensors_20Hz286.dat,2022-09-07 12:00:00,20220923,20Hz
100hz_Baro_Sensors286.dat,2022-09-07 12:00:00,20220923,Baro
20hz_Sensors_20Hz287.dat,2022-09-07 16:00:00,20220923,20Hz
100hz_Baro_Sensors287.dat,2022-09-07 16:00:00,20220923,Baro
100hz_Baro_Sensors288.dat,2022-09-07 20:00:00,20220923,Baro
20hz_Sensors_20Hz288.dat,2022-09-07 20:00:00,20220923,20Hz
100hz_Baro_Sensors289.dat,2022-09-08 00:00:00,20220923,Baro
20hz_Sensors_20Hz289.dat,2022-09-08 00:00:00,20220923,20Hz
20hz_Sensors_20Hz290.dat,2022-09-08 04:00:00,20220923,20Hz
100hz_Baro_Sensors290.dat,2022-09-08 04:00:00,20220923,Baro
20hz_Sensors_20Hz291.dat,2022-09-08 08:00:00,20220923,20Hz
100hz_Baro_Sensors291.dat,2022-09-08 08:00:00,20220923,Baro
100hz_Baro_Sensors292.dat,2022-09-08 12:00:00,20220923,Baro
20hz_Sensors_20Hz292.dat,2022-09-08 12:00:00,20220923,20Hz
100hz_Baro_Sensors293.dat,2022-09-08 16:00:00,20220923,Baro
20hz_Sensors_20Hz293.dat,2022-09-08 16:00:00,20220923,20Hz
20hz_Sensors_20Hz294.dat,2022-09-08 20:00:00,20220923,20Hz
100hz_Baro_Sensors294.dat,2022-09-08 20:00:00,20220923,Baro
100hz_Baro_Sensors295.dat,2022-09-09 00:00:00,20220923,Baro
20hz_Sensors_20Hz295.dat,2022-09-09 00:00:00,20220923,20Hz
20hz_Sensors_20Hz296.dat,2022-09-09 04:00:00,20220923,20Hz
100hz_Baro_Sensors296.dat,2022-09-09 04:00:00,20220923,Baro
100hz_Baro_Sensors297.dat,2022-09-09 08:00:00,20220923,Baro
20hz_Sensors_20Hz297.dat,2022-09-09 08:00:00,20220923,20Hz
100hz_Baro_Sensors298.dat,2022-09-09 12:00:00,20220923,Baro
20hz_Sensors_20Hz298.dat,2022-09-09 12:00:00,20220923,20Hz
20hz_Sensors_20Hz299.dat,2022-09-09 16:00:00,20220923,20Hz
100hz_Baro_Sensors299.dat,2022-09-09 16:00:00,20220923,Baro
20hz_Sensors_20Hz300.dat,2022-09-09 20:00:00,20220923,20Hz
100hz_Baro_Sensors300.dat,2022-09-09 20:00:00,20220923,Baro
20hz_Sensors_20Hz301.dat,2022-09-10 00:00:00,20220923,20Hz
100hz_Baro_Sensors301.dat,2022-09-10 00:00:00,20220923,Baro
100hz_Baro_Sensors302.dat,2022-09-10 04:00:00,20220923,Baro
20hz_Sensors_20Hz302.dat,2022-09-10 04:00:00,20220923,20Hz
20hz_Sensors_20Hz303.dat,2022-09-10 08:00:00,20220923,20Hz
100hz_Baro_Sensors303.dat,2022-09-10 08:00:00,20220923,Baro
20hz_Sensors_20Hz304.dat,2022-09-10 12:00:00,20220923,20Hz
100hz_Baro_Sensors304.dat,2022-09-10 12:00:00,20220923,Baro
100hz_Baro_Sensors305.dat,2022-09-10 16:00:00,20220923,Baro
20hz_Sensors_20Hz305.dat,2022-09-10 16:00:00,20220923,20Hz
20hz_Sensors_20Hz306.dat,2022-09-10 20:00:00,20220923,20Hz
100hz_Baro_Sensors306.dat,2022-09-10 20:00:00,20220923,Baro
100hz_Baro_Sensors307.dat,2022-09-11 00:00:00,20220923,Baro
20hz_Sensors_20Hz307.dat,2022-09-11 00:00:00,20220923,20Hz
20hz_Sensors_20Hz308.dat,2022-09-11 04:00:00,20220923,20Hz
100hz_Baro_Sensors308.dat,2022-09-11 04:00:00,20220923,Baro
20hz_Sensors_20Hz309.dat,2022-09-11 08:00:00,20220923,20Hz
100hz_Baro_Sensors309.dat,2022-09-11 08:00:00,20220923,Baro
20hz_Sensors_20Hz310.dat,2022-09-11 12:00:00,20220923,20Hz
100hz_Baro_Sensors310.dat,2022-09-11 12:00:00,20220923,Baro
100hz_Baro_Sensors311.dat,2022-09-11 16:00:00,20220923,Baro
20hz_Sensors_20Hz311.dat,2022-09-11 16:00:00,20220923,20Hz
20hz_Sensors_20Hz312.dat,2022-09-11 20:00:00,20220923,20Hz
100hz_Baro_Sensors312.dat,2022-09-11 20:00:00,20220923,Baro
20hz_Sensors_20Hz313.dat,2022-09-12 00:00:00,20220923,20Hz
100hz_Baro_Sensors313.dat,2022-09-12 00:00:00,20220923,Baro
20hz_Sensors_20Hz314.dat,2022-09-12 04:00:00,20220923,20Hz
100hz_Baro_Sensors314.dat,2022-09-12 04:00:00,20220923,Baro
20hz_Sensors_20Hz315.dat,2022-09-12 08:00:00,20220923,20Hz
100hz_Baro_Sensors315.dat,2022-09-12 08:00:00,20220923,Baro
100hz_Baro_Sensors316.dat,2022-09-12 12:00:00,20220923,Baro
20hz_Sensors_20Hz316.dat,2022-09-12 12:00:00,20220923,20Hz
100hz_Baro_Sensors317.dat,2022-09-12 16:00:00,20220923,Baro
20hz_Sensors_20Hz317.dat,2022-09-12 16:00:00,20220923,20Hz
100hz_Baro_Sensors318.dat,2022-09-12 20:00:00,20220923,Baro
20hz_Sensors_20Hz318.dat,2022-09-12 20:00:00,20220923,20Hz
20hz_Sensors_20Hz319.dat,2022-09-13 00:00:00,20220923,20Hz
100hz_Baro_Sensors319.dat,2022-09-13 00:00:00,20220923,Baro
20hz_Sensors_20Hz320.dat,2022-09-13 04:00:00,20220923,20Hz
100hz_Baro_Sensors320.dat,2022-09-13 04:00:00,20220923,Baro
20hz_Sensors_20Hz321.dat,2022-09-13 08:00:00,20220923,20Hz
100hz_Baro_Sensors321.dat,2022-09-13 08:00:00,20220923,Baro
100hz_Baro_Sensors322.dat,2022-09-13 12:00:00,20220923,Baro
20hz_Sensors_20Hz322.dat,2022-09-13 12:00:00,20220923,20Hz
100hz_Baro_Sensors323.dat,2022-09-13 16:00:00,20220923,Baro
20hz_Sensors_20Hz323.dat,2022-09-13 16:00:00,20220923,20Hz
100hz_Baro_Sensors324.dat,2022-09-13 20:00:00,20220923,Baro
20hz_Sensors_20Hz324.dat,2022-09-13 20:00:00,20220923,20Hz
100hz_Baro_Sensors325.dat,2022-09-14 00:00:00,20220923,Baro
20hz_Sensors_20Hz325.dat,2022-09-14 00:00:00,20220923,20Hz
100hz_Baro_Sensors326.dat,2022-09-14 04:00:00,20220923,Baro
20hz_Sensors_20Hz326.dat,2022-09-14 04:00:00,20220923,20Hz
20hz_Sensors_20Hz327.dat,2022-09-14 08:00:00,20220923,20Hz
100hz_Baro_Sensors327.dat,2022-09-14 08:00:00,20220923,Baro
20hz_Sensors_20Hz328.dat,2022-09-14 12:00:00,20220923,20Hz
100hz_Baro_Sensors328.dat,2022-09-14 12:00:00,20220923,Baro
20hz_Sensors_20Hz329.dat,2022-09-14 16:00:00,20220923,20Hz
100hz_Baro_Sensors329.dat,2022-09-14 16:00:00,20220923,Baro
20hz_Sensors_20Hz330.dat,2022-09-14 20:00:00,20220923,20Hz
100hz_Baro_Sensors330.dat,2022-09-14 20:00:00,20220923,Baro
20hz_Sensors_20Hz331.dat,2022-09-15 00:00:00,20220923,20Hz
100hz_Baro_Sensors331.dat,2022-09-15 00:00:00,20220923,Baro
100hz_Baro_Sensors332.dat,2022-09-15 04:00:00,20220923,Baro
20hz_Sensors_20Hz332.dat,2022-09-15 04:00:00,20220923,20Hz
20hz_Sensors_20Hz333.dat,2022-09-15 08:00:00,20220923,20Hz
100hz_Baro_Sensors333.dat,2022-09-15 08:00:00,20220923,Baro
100hz_Baro_Sensors334.dat,2022-09-15 12:00:00,20220923,Baro
20hz_Sensors_20Hz334.dat,2022-09-15 12:00:00,20220923,20Hz
100hz_Baro_Sensors335.dat,2022-09-15 16:00:00,20220923,Baro
20hz_Sensors_20Hz335.dat,2022-09-15 16:00:00,20220923,20Hz
20hz_Sensors_20Hz336.dat,2022-09-15 20:00:00,20220923,20Hz
100hz_Baro_Sensors336.dat,2022-09-15 20:00:00,20220923,Baro
20hz_Sensors_20Hz337.dat,2022-09-16 00:00:00,20220923,20Hz
100hz_Baro_Sensors337.dat,2022-09-16 00:00:00,20220923,Baro
100hz_Baro_Sensors338.dat,2022-09-16 04:00:00,20220923,Baro
20hz_Sensors_20Hz338.dat,2022-09-16 04:00:00,20220923,20Hz
100hz_Baro_Sensors339.dat,2022-09-16 08:00:00,20220923,Baro
20hz_Sensors_20Hz339.dat,2022-09-16 08:00:00,20220923,20Hz
100hz_Baro_Sensors340.dat,2022-09-16 12:00:00,20220923,Baro
20hz_Sensors_20Hz340.dat,2022-09-16 12:00:00,20220923,20Hz
100hz_Baro_Sensors341.dat,2022-09-16 16:00:00,20220923,Baro
20hz_Sensors_20Hz341.dat,2022-09-16 16:00:00,20220923,20Hz
20hz_Sensors_20Hz342.dat,2022-09-16 20:00:00,20220923,20Hz
100hz_Baro_Sensors342.dat,2022-09-16 20:00:00,20220923,Baro
20hz_Sensors_20Hz343.dat,2022-09-17 00:00:00,20220923,20Hz
100hz_Baro_Sensors343.dat,2022-09-17 00:00:00,20220923,Baro
100hz_Baro_Sensors344.dat,2022-09-17 04:00:00,20220923,Baro
20hz_Sensors_20Hz344.dat,2022-09-17 04:00:00,20220923,20Hz
20hz_Sensors_20Hz345.dat,2022-09-17 08:00:00,20220923,20Hz
100hz_Baro_Sensors345.dat,2022-09-17 08:00:00,20220923,Baro
100hz_Baro_Sensors346.dat,2022-09-17 12:00:00,20220923,Baro
20hz_Sensors_20Hz346.dat,2022-09-17 12:00:00,20220923,20Hz
100hz_Baro_Sensors347.dat,2022-09-17 16:00:00,20220923,Baro
20hz_Sensors_20Hz347.dat,2022-09-17 16:00:00,20220923,20Hz
20hz_Sensors_20Hz348.dat,2022-09-17 20:00:00,20220923,20Hz
100hz_Baro_Sensors348.dat,2022-09-17 20:00:00,20220923,Baro
20hz_Sensors_20Hz349.dat,2022-09-18 00:00:00,20220923,20Hz
100hz_Baro_Sensors349.dat,2022-09-18 00:00:00,20220923,Baro
20hz_Sensors_20Hz350.dat,2022-09-18 08:29:54,20220923,20Hz
100hz_Baro_Sensors350.dat,2022-09-18 08:29:54,20220923,Baro
20hz_Sensors_20Hz351.dat,2022-09-18 12:00:00,20220923,20Hz
100hz_Baro_Sensors351.dat,2022-09-18 12:00:00,20220923,Baro
20hz_Sensors_20Hz352.dat,2022-09-18 16:00:00,20220923,20Hz
100hz_Baro_Sensors352.dat,2022-09-18 16:00:00,20220923,Baro
20hz_Sensors_20Hz353.dat,2022-09-18 20:00:00,20220923,20Hz
100hz_Baro_Sensors353.dat,2022-09-18 20:00:00,20220923,Baro
20hz_Sensors_20Hz354.dat,2022-09-19 00:00:00,20220923,20Hz
100hz_Baro_Sensors354.dat,2022-09-19 00:00:00,20220923,Baro
100hz_Baro_Sensors355.dat,2022-09-19 08:19:54,20220923,Baro
20hz_Sensors_20Hz355.dat,2022-09-19 08:19:54,20220923,20Hz
100hz_Baro_Sensors356.dat,2022-09-19 12:00:00,20220923,Baro
20hz_Sensors_20Hz356.dat,2022-09-19 12:00:00,20220923,20Hz
100hz_Baro_Sensors357.dat,2022-09-19 16:00:00,20220923,Baro
20hz_Sensors_20Hz357.dat,2022-09-19 16:00:00,20220923,20Hz
20hz_Sensors_20Hz358.dat,2022-09-19 20:00:00,20220923,20Hz
100hz_Baro_Sensors358.dat,2022-09-19 20:00:00,20220923,Baro
20hz_Sensors_20Hz359.dat,2022-09-20 00:00:00,20220923,20Hz
100hz_Baro_Sensors359.dat,2022-09-20 00:00:00,20220923,Baro
100hz_Baro_Sensors360.dat,2022-09-20 08:50:48,20220923,Baro
20hz_Sensors_20Hz360.dat,2022-09-20 08:50:48,20220923,20Hz
100hz_Baro_Sensors361.dat,2022-09-20 12:00:00,20220923,Baro
20hz_Sensors_20Hz361.dat,2022-09-20 12:00:00,20220923,20Hz
100hz_Baro_Sensors362.dat,2022-09-20 16:00:00,20220923,Baro
20hz_Sensors_20Hz362.dat,2022-09-20 16:00:00,20220923,20Hz
100hz_Baro_Sensors363.dat,2022-09-20 20:00:00,20220923,Baro
20hz_Sensors_20Hz363.dat,2022-09-20 20:00:00,20220923,20Hz
100hz_Baro_Sensors364.dat,2022-09-21 00:00:00,20220923,Baro
20hz_Sensors_20Hz364.dat,2022-09-21 00:00:00,20220923,20Hz
100hz_Baro_Sensors365.dat,2022-09-21 04:00:00,20220923,Baro
20hz_Sensors_20Hz365.dat,2022-09-21 04:00:00,20220923,20Hz
20hz_Sensors_20Hz366.dat,2022-09-21 08:00:00,20220923,20Hz
100hz_Baro_Sensors366.dat,2022-09-21 08:00:00,20220923,Baro
100hz_Baro_Sensors367.dat,2022-09-21 12:00:00,20220923,Baro
20hz_Sensors_20Hz367.dat,2022-09-21 12:00:00,20220923,20Hz
100hz_Baro_Sensors368.dat,2022-09-21 16:00:00,20220923,Baro
20hz_Sensors_20Hz368.dat,2022-09-21 16:00:00,20220923,20Hz
100hz_Baro_Sensors369.dat,2022-09-21 20:00:00,20220923,Baro
20hz_Sensors_20Hz369.dat,2022-09-21 20:00:00,20220923,20Hz
20hz_Sensors_20Hz370.dat,2022-09-22 00:00:00,20220923,20Hz
100hz_Baro_Sensors370.dat,2022-09-22 00:00:00,20220923,Baro
20hz_Sensors_20Hz371.dat,2022-09-22 04:00:00,20220923,20Hz
100hz_Baro_Sensors371.dat,2022-09-22 04:00:00,20220923,Baro
20hz_Sensors_20Hz372.dat,2022-09-22 08:44:48,20220923,20Hz
100hz_Baro_Sensors372.dat,2022-09-22 08:44:48,20220923,Baro
20hz_Sensors_20Hz373.dat,2022-09-22 12:00:00,20220923,20Hz
100hz_Baro_Sensors373.dat,2022-09-22 12:00:00,20220923,Baro
20hz_Sensors_20Hz374.dat,2022-09-22 16:00:00,20220923,20Hz
100hz_Baro_Sensors374.dat,2022-09-22 16:00:00,20220923,Baro
20hz_Sensors_20Hz375.dat,2022-09-22 20:00:00,20220923,20Hz
100hz_Baro_Sensors375.dat,2022-09-22 20:00:00,20220923,Baro
20hz_Sensors_20Hz376.dat,2022-09-23 00:00:00,20220923,20Hz
100hz_Baro_Sensors376.dat,2022-09-23 00:00:00,20220923,Baro
100hz_Baro_Sensors377.dat,2022-09-23 04:00:00,20220923,Baro
20hz_Sensors_20Hz377.dat,2022-09-23 04:00:00,20220923,20Hz
20hz_Sensors_20Hz0.dat,2022-09-23 08:57:44,20221104,20hz
20hz_Sensors_20Hz1.dat,2022-09-23 12:00:00,20221104,20hz
20hz_Sensors_20Hz2.dat,2022-09-23 16:00:00,20221104,20hz
20hz_Sensors_20Hz3.dat,2022-09-23 20:00:00,20221104,20hz
20hz_Sensors_20Hz4.dat,2022-09-24 00:00:00,20221104,20hz
